u,v,kind,ox,oy,x_rel,y_rel
13,16,proper,5.0,1.0,contains,inside
13,17,proper,15.0,1.0,contains,inside
13,18,proper,4.0,1.0,contains,inside
13,19,proper,10.0,1.0,contains,inside
13,20,proper,16.0,1.0,contains,inside
13,22,proper,11.0,1.0,contains,inside
13,24,proper,4.0,1.0,overlap,inside
14,15,proper,11.0,8.0,contains,overlap
14,16,proper,5.0,11.0,contains,inside
14,17,proper,15.0,11.0,contains,inside
14,18,proper,4.0,4.0,contains,overlap
14,19,proper,10.0,10.0,contains,overlap
14,20,proper,13.0,11.0,overlap,inside
14,22,proper,10.0,11.0,overlap,inside
15,16,proper,5.0,10.0,contains,overlap
15,17,proper,7.0,12.0,overlap,inside
15,18,proper,4.0,1.0,contains,overlap
15,19,proper,5.0,7.0,overlap,overlap
15,20,proper,1.0,12.0,overlap,inside
16,17,proper,3.0,29.0,overlap,overlap
16,18,proper,2.0,21.0,overlap,overlap
16,19,proper,1.0,27.0,overlap,overlap
17,18,proper,4.0,20.0,contains,overlap
17,19,proper,10.0,26.0,contains,overlap
17,20,proper,9.0,25.0,overlap,contains
17,21,proper,7.0,3.0,overlap,contains
17,22,proper,6.0,24.0,overlap,overlap
17,23,proper,3.0,12.0,contains,overlap
18,19,proper,3.0,22.0,overlap,overlap
19,20,proper,6.0,19.0,overlap,overlap
19,21,proper,4.0,3.0,overlap,contains
19,22,proper,3.0,16.0,overlap,overlap
19,23,proper,1.0,14.0,overlap,overlap
20,21,proper,14.0,1.0,overlap,overlap
20,22,proper,11.0,22.0,contains,overlap
20,23,proper,3.0,5.0,contains,overlap
20,24,proper,1.0,21.0,overlap,overlap
21,23,proper,3.0,3.0,contains,inside
21,24,proper,3.0,3.0,overlap,inside
22,23,proper,3.0,2.0,contains,overlap
