u,v,kind,ox,oy,x_rel,y_rel
4,7,proper,11.0,5.0,overlap,contains
4,10,proper,8.0,6.0,overlap,overlap
4,14,proper,4.0,3.0,overlap,overlap
4,16,proper,1.0,10.0,overlap,overlap
5,6,proper,30.0,1.0,overlap,inside
5,8,proper,25.0,1.0,contains,inside
5,9,proper,27.0,1.0,overlap,inside
5,12,proper,24.0,1.0,overlap,inside
5,13,proper,11.0,1.0,contains,inside
5,17,proper,4.0,1.0,contains,inside
5,18,proper,14.0,1.0,contains,inside
5,19,proper,3.0,1.0,contains,inside
5,23,proper,3.0,1.0,contains,inside
6,8,proper,25.0,15.0,contains,contains
6,9,proper,28.0,19.0,contains,overlap
6,10,proper,29.0,7.0,contains,overlap
6,11,proper,19.0,8.0,contains,contains
6,12,proper,34.0,3.0,overlap,contains
6,13,proper,11.0,17.0,contains,contains
6,14,proper,6.0,8.0,contains,overlap
6,15,proper,29.0,1.0,contains,contains
6,16,proper,10.0,4.0,contains,overlap
6,17,proper,4.0,24.0,contains,overlap
6,18,proper,14.0,23.0,contains,overlap
6,19,proper,3.0,28.0,contains,overlap
6,20,proper,16.0,16.0,contains,overlap
6,21,proper,16.0,3.0,contains,contains
6,22,proper,11.0,13.0,contains,overlap
6,23,proper,3.0,17.0,contains,contains
6,24,proper,5.0,30.0,overlap,overlap
7,10,proper,29.0,2.0,contains,overlap
7,16,proper,10.0,5.0,contains,inside
7,17,proper,4.0,4.0,contains,overlap
7,18,proper,14.0,5.0,contains,inside
7,20,proper,16.0,5.0,contains,inside
7,22,proper,11.0,5.0,contains,inside
7,24,proper,2.0,3.0,overlap,overlap
8,9,proper,24.0,15.0,overlap,inside
8,11,proper,19.0,3.0,contains,overlap
8,12,proper,21.0,3.0,overlap,contains
8,13,proper,11.0,13.0,contains,overlap
8,17,proper,4.0,10.0,contains,overlap
8,18,proper,12.0,9.0,overlap,overlap
8,19,proper,3.0,15.0,contains,inside
8,20,proper,7.0,2.0,overlap,overlap
8,21,proper,5.0,3.0,overlap,contains
8,23,proper,2.0,14.0,overlap,overlap
9,11,proper,19.0,5.0,contains,overlap
9,12,proper,25.0,3.0,overlap,contains
9,13,proper,11.0,15.0,contains,overlap
9,17,proper,4.0,12.0,contains,overlap
9,18,proper,14.0,11.0,contains,overlap
9,19,proper,3.0,20.0,contains,overlap
9,20,proper,11.0,4.0,overlap,overlap
9,21,proper,9.0,3.0,overlap,contains
9,22,proper,8.0,1.0,overlap,overlap
9,23,proper,3.0,16.0,contains,overlap
10,14,proper,6.0,8.0,contains,overlap
10,15,proper,23.0,1.0,overlap,contains
10,16,proper,10.0,8.0,contains,overlap
10,17,proper,4.0,11.0,contains,inside
10,18,proper,14.0,11.0,contains,inside
10,19,proper,3.0,4.0,contains,overlap
10,20,proper,13.0,11.0,overlap,inside
10,22,proper,10.0,11.0,overlap,inside
11,13,proper,11.0,7.0,contains,overlap
11,17,proper,4.0,8.0,contains,inside
11,18,proper,9.0,8.0,overlap,inside
11,19,proper,3.0,8.0,contains,inside
11,20,proper,4.0,7.0,overlap,overlap
11,21,proper,2.0,2.0,overlap,overlap
11,22,proper,1.0,4.0,overlap,overlap
12,13,proper,11.0,3.0,contains,inside
12,17,proper,4.0,3.0,contains,inside
12,18,proper,14.0,3.0,contains,inside
12,19,proper,3.0,3.0,contains,inside
12,23,proper,3.0,3.0,contains,inside
12,24,proper,6.0,3.0,contains,inside
13,17,proper,4.0,14.0,contains,overlap
13,18,proper,3.0,13.0,overlap,overlap
13,19,proper,2.0,17.0,overlap,inside
14,15,proper,4.0,1.0,overlap,contains
14,16,proper,3.0,5.0,overlap,overlap
14,17,proper,1.0,9.0,overlap,inside
15,17,proper,4.0,1.0,contains,inside
15,18,proper,14.0,1.0,contains,inside
15,19,proper,3.0,1.0,contains,inside
15,20,proper,16.0,1.0,contains,inside
15,22,proper,11.0,1.0,contains,inside
15,24,proper,4.0,1.0,overlap,inside
16,17,proper,4.0,10.0,contains,overlap
16,18,proper,6.0,12.0,overlap,inside
16,19,proper,3.0,1.0,contains,overlap
16,20,proper,1.0,12.0,overlap,inside
17,18,proper,2.0,29.0,overlap,overlap
17,19,proper,1.0,21.0,overlap,overlap
18,19,proper,3.0,20.0,contains,overlap
18,20,proper,9.0,25.0,overlap,contains
18,21,proper,7.0,3.0,overlap,contains
18,22,proper,6.0,24.0,overlap,overlap
18,23,proper,3.0,12.0,contains,overlap
20,21,proper,14.0,1.0,overlap,overlap
20,22,proper,11.0,22.0,contains,overlap
20,23,proper,3.0,5.0,contains,overlap
20,24,proper,1.0,21.0,overlap,overlap
21,23,proper,3.0,3.0,contains,inside
21,24,proper,3.0,3.0,overlap,inside
22,23,proper,3.0,2.0,contains,overlap
