u,v,kind,ox,oy,x_rel,y_rel
8,13,proper,24.0,1.0,overlap,contains
8,14,proper,11.0,8.0,contains,overlap
8,15,proper,5.0,11.0,contains,inside
8,16,proper,15.0,11.0,contains,inside
8,17,proper,4.0,4.0,contains,overlap
8,18,proper,10.0,10.0,contains,overlap
8,19,proper,13.0,11.0,overlap,inside
8,21,proper,10.0,11.0,overlap,inside
8,23,proper,1.0,11.0,overlap,inside
9,11,proper,12.0,7.0,contains,overlap
9,15,proper,5.0,8.0,contains,inside
9,16,proper,10.0,8.0,overlap,inside
9,17,proper,4.0,8.0,contains,inside
9,18,proper,8.0,8.0,overlap,inside
9,19,proper,4.0,7.0,overlap,overlap
9,20,proper,2.0,2.0,overlap,overlap
9,21,proper,1.0,4.0,overlap,overlap
10,11,proper,12.0,3.0,contains,inside
10,15,proper,5.0,3.0,contains,inside
10,16,proper,15.0,3.0,contains,inside
10,17,proper,4.0,3.0,contains,inside
10,18,proper,10.0,3.0,contains,inside
10,22,proper,3.0,3.0,contains,inside
10,23,proper,8.0,3.0,contains,inside
10,24,proper,7.0,3.0,contains,inside
11,15,proper,5.0,14.0,contains,overlap
11,16,proper,4.0,13.0,overlap,overlap
11,17,proper,3.0,17.0,overlap,inside
11,18,proper,2.0,15.0,overlap,overlap
12,13,proper,4.0,1.0,overlap,contains
12,14,proper,3.0,5.0,overlap,overlap
12,15,proper,1.0,9.0,overlap,inside
13,15,proper,5.0,1.0,contains,inside
13,16,proper,15.0,1.0,contains,inside
13,17,proper,4.0,1.0,contains,inside
13,18,proper,10.0,1.0,contains,inside
13,19,proper,16.0,1.0,contains,inside
13,21,proper,11.0,1.0,contains,inside
13,23,proper,7.0,1.0,overlap,inside
13,24,proper,4.0,1.0,overlap,inside
14,15,proper,5.0,9.0,contains,inside
14,16,proper,7.0,9.0,overlap,inside
14,17,proper,4.0,1.0,contains,overlap
14,18,proper,5.0,7.0,overlap,overlap
14,19,proper,1.0,9.0,overlap,inside
15,16,proper,3.0,30.0,overlap,overlap
15,17,proper,2.0,21.0,overlap,overlap
15,18,proper,1.0,27.0,overlap,overlap
16,17,proper,4.0,20.0,contains,overlap
16,18,proper,10.0,26.0,contains,overlap
16,19,proper,9.0,25.0,overlap,contains
16,20,proper,7.0,3.0,overlap,contains
16,21,proper,6.0,24.0,overlap,overlap
16,22,proper,3.0,12.0,contains,overlap
17,18,proper,3.0,22.0,overlap,overlap
18,19,proper,6.0,19.0,overlap,overlap
18,20,proper,4.0,3.0,overlap,contains
18,21,proper,3.0,16.0,overlap,overlap
18,22,proper,1.0,14.0,overlap,overlap
19,20,proper,14.0,1.0,overlap,overlap
19,21,proper,11.0,22.0,contains,overlap
19,22,proper,3.0,5.0,contains,overlap
19,23,proper,4.0,25.0,overlap,inside
19,24,proper,1.0,24.0,overlap,overlap
20,22,proper,3.0,3.0,contains,inside
20,23,proper,6.0,3.0,overlap,inside
20,24,proper,3.0,3.0,overlap,inside
21,22,proper,3.0,2.0,contains,overlap
21,23,proper,2.0,23.0,overlap,overlap
23,24,proper,5.0,38.0,overlap,contains
