u,v,kind,ox,oy,x_rel,y_rel
9,19,proper,10.0,13.0,contains,overlap
9,20,proper,10.0,4.0,overlap,overlap
9,21,proper,8.0,3.0,overlap,contains
9,22,proper,7.0,1.0,overlap,overlap
9,23,proper,3.0,16.0,contains,overlap
10,14,proper,5.0,8.0,contains,overlap
10,15,proper,23.0,1.0,overlap,contains
10,16,proper,11.0,8.0,contains,overlap
10,17,proper,3.0,11.0,contains,inside
10,18,proper,4.0,4.0,contains,overlap
10,19,proper,10.0,10.0,contains,overlap
10,20,proper,12.0,11.0,overlap,inside
10,22,proper,9.0,11.0,overlap,inside
11,13,proper,12.0,7.0,contains,overlap
11,17,proper,3.0,8.0,contains,inside
11,18,proper,4.0,8.0,contains,inside
11,19,proper,8.0,8.0,overlap,inside
11,20,proper,4.0,7.0,overlap,overlap
11,21,proper,2.0,2.0,overlap,overlap
11,22,proper,1.0,4.0,overlap,overlap
12,13,proper,12.0,3.0,contains,inside
12,17,proper,3.0,3.0,contains,inside
12,18,proper,4.0,3.0,contains,inside
12,19,proper,10.0,3.0,contains,inside
12,23,proper,3.0,3.0,contains,inside
12,24,proper,6.0,3.0,contains,inside
13,17,proper,3.0,14.0,contains,overlap
13,18,proper,3.0,17.0,overlap,inside
13,19,proper,2.0,15.0,overlap,overlap
14,15,proper,3.0,1.0,overlap,contains
14,16,proper,2.0,5.0,overlap,overlap
15,17,proper,3.0,1.0,contains,inside
15,18,proper,4.0,1.0,contains,inside
15,19,proper,10.0,1.0,contains,inside
15,20,proper,15.0,1.0,contains,inside
15,22,proper,10.0,1.0,contains,inside
15,24,proper,4.0,1.0,overlap,inside
16,17,proper,3.0,10.0,contains,overlap
16,18,proper,4.0,1.0,contains,overlap
16,19,proper,5.0,7.0,overlap,overlap
16,20,proper,1.0,12.0,overlap,inside
17,18,proper,2.0,21.0,overlap,overlap
17,19,proper,1.0,27.0,overlap,overlap
18,19,proper,3.0,22.0,overlap,overlap
19,20,proper,6.0,19.0,overlap,overlap
19,21,proper,4.0,3.0,overlap,contains
19,22,proper,3.0,16.0,overlap,overlap
19,23,proper,1.0,14.0,overlap,overlap
20,21,proper,13.0,1.0,overlap,overlap
20,22,proper,10.0,22.0,contains,overlap
20,23,proper,3.0,5.0,contains,overlap
20,24,proper,1.0,21.0,overlap,overlap
21,23,proper,3.0,3.0,contains,inside
21,24,proper,3.0,3.0,overlap,inside
22,23,proper,3.0,2.0,contains,overlap
