u,v,kind,ox,oy,x_rel,y_rel
7,19,proper,10.0,11.0,contains,overlap
7,20,proper,7.0,2.0,overlap,overlap
7,21,proper,5.0,3.0,overlap,contains
7,23,proper,2.0,14.0,overlap,overlap
8,10,proper,20.0,5.0,contains,overlap
8,11,proper,26.0,3.0,overlap,contains
8,12,proper,12.0,15.0,contains,overlap
8,16,proper,5.0,12.0,contains,overlap
8,17,proper,15.0,11.0,contains,overlap
8,18,proper,4.0,20.0,contains,overlap
8,19,proper,10.0,13.0,contains,overlap
8,20,proper,11.0,4.0,overlap,overlap
8,21,proper,9.0,3.0,overlap,contains
8,22,proper,8.0,1.0,overlap,overlap
8,23,proper,3.0,16.0,contains,overlap
9,13,proper,6.0,8.0,contains,overlap
9,14,proper,24.0,1.0,overlap,contains
9,15,proper,11.0,6.0,contains,overlap
9,16,proper,5.0,9.0,contains,inside
9,17,proper,15.0,9.0,contains,inside
9,18,proper,4.0,4.0,contains,overlap
9,19,proper,10.0,9.0,contains,inside
9,20,proper,13.0,9.0,overlap,inside
9,22,proper,10.0,9.0,overlap,inside
10,12,proper,12.0,7.0,contains,overlap
10,16,proper,5.0,8.0,contains,inside
10,17,proper,10.0,8.0,overlap,inside
10,18,proper,4.0,8.0,contains,inside
10,19,proper,8.0,8.0,overlap,inside
10,20,proper,4.0,7.0,overlap,overlap
10,21,proper,2.0,2.0,overlap,overlap
10,22,proper,1.0,4.0,overlap,overlap
11,12,proper,12.0,3.0,contains,inside
11,16,proper,5.0,3.0,contains,inside
11,17,proper,15.0,3.0,contains,inside
11,18,proper,4.0,3.0,contains,inside
11,19,proper,10.0,3.0,contains,inside
11,23,proper,3.0,3.0,contains,inside
11,24,proper,6.0,3.0,contains,inside
12,16,proper,5.0,14.0,contains,overlap
12,17,proper,4.0,13.0,overlap,overlap
12,18,proper,3.0,17.0,overlap,inside
12,19,proper,2.0,15.0,overlap,overlap
13,14,proper,4.0,1.0,overlap,contains
13,15,proper,3.0,5.0,overlap,overlap
13,16,proper,1.0,9.0,overlap,inside
14,16,proper,5.0,1.0,contains,inside
14,17,proper,15.0,1.0,contains,inside
14,18,proper,4.0,1.0,contains,inside
14,19,proper,10.0,1.0,contains,inside
14,20,proper,16.0,1.0,contains,inside
14,22,proper,11.0,1.0,contains,inside
14,24,proper,4.0,1.0,overlap,inside
15,16,proper,5.0,9.0,contains,inside
15,17,proper,7.0,9.0,overlap,inside
15,18,proper,4.0,1.0,contains,overlap
15,19,proper,5.0,7.0,overlap,overlap
15,20,proper,1.0,9.0,overlap,inside
16,17,proper,3.0,30.0,overlap,overlap
16,18,proper,2.0,21.0,overlap,overlap
16,19,proper,1.0,27.0,overlap,overlap
17,18,proper,4.0,20.0,contains,overlap
17,19,proper,10.0,26.0,contains,overlap
17,20,proper,9.0,25.0,overlap,contains
17,21,proper,7.0,3.0,overlap,contains
17,22,proper,6.0,24.0,overlap,overlap
17,23,proper,3.0,12.0,contains,overlap
18,19,proper,3.0,22.0,overlap,overlap
19,20,proper,6.0,19.0,overlap,overlap
19,21,proper,4.0,3.0,overlap,contains
19,22,proper,3.0,16.0,overlap,overlap
19,23,proper,1.0,14.0,overlap,overlap
20,21,proper,14.0,1.0,overlap,overlap
20,22,proper,11.0,22.0,contains,overlap
20,23,proper,3.0,5.0,contains,overlap
20,24,proper,1.0,24.0,overlap,overlap
21,23,proper,3.0,3.0,contains,inside
21,24,proper,3.0,3.0,overlap,inside
22,23,proper,3.0,2.0,contains,overlap
