gx,gy,rect_ids
8,4,4;7
8,5,3;4;7
8,6,3;4;7
8,7,3;7
8,8,3;7;8
8,9,3;7;8
8,10,3;7
8,11,3;6;7
8,12,3;6;7
8,13,2;3;6;7
8,14,2;3;6;7
8,15,2;3;6
8,16,1;2;3;6
8,17,1;2;3;6
8,18,2;3;5;6
8,19,2;3;5;6
8,20,2;3;5;6
8,21,3;5;6
8,22,3;5;6
8,23,3;6
8,24,3
9,1,4
9,2,4;7
9,3,4;7
9,4,4;7
9,5,3;4;7
9,6,3;4;7
9,7,3;7
9,8,3;7;8
9,9,3;7;8
9,10,3;7
9,11,3;7
9,12,3;7
9,13,2;3;7
9,14,2;3;7
9,15,2;3
9,16,1;2;3
9,17,1;2;3
9,18,2;3;5
9,19,2;3;5
9,20,2;3;5
9,21,3;5
9,22,3;5
9,23,3
9,24,3
10,1,4
10,2,4
10,3,4
10,4,4
10,5,3;4
10,6,3;4
10,7,3
10,8,3;8
10,9,3;8
10,10,3
10,11,3
10,12,3
10,13,2;3
10,14,2;3
10,15,2;3
10,16,1;2;3
10,17,1;2;3
10,18,2;3;5
10,19,2;3;5
10,20,2;3;5
10,21,3;5;9
10,22,3;5;9
10,23,3;9
10,24,3;9
10,25,9
10,26,9
11,0,10
11,1,4;10
11,2,4;10
11,3,4;10
11,4,4;10
11,5,3;4;10
11,6,3;4;10
11,7,3;10
11,8,3;8;10
11,9,3;8;10
11,10,3;10
11,11,3;10
11,12,3;10
11,13,2;3;10
11,14,2;3;10
11,15,2;3;10
11,16,1;2;3;10
11,17,1;2;3;10
11,18,2;3;5;10
11,19,2;3;5;10
11,20,2;3;5
11,21,3;5;9
11,22,3;5;9
11,23,3;9
11,24,3;9
11,25,9
11,26,9
12,0,10
12,1,4;10
12,2,4;10
12,3,4;10
12,4,4;10
12,5,3;4;10
12,6,3;4;10
12,7,3;10
12,8,3;8;10
12,9,3;8;10
12,10,3;10
12,11,3;10
12,12,3;10
12,13,2;3;10
12,14,2;3;10
12,15,2;3;10
12,16,1;2;3;10
12,17,1;2;3;10
12,18,2;3;5;10
12,19,2;3;5;10
12,20,2;3;5
12,21,3;5;9
12,22,3;5;9
12,23,3;9
12,24,3;9
12,25,9
12,26,9
13,1,4
13,2,4
13,3,4
13,4,4
13,5,3;4
13,6,3;4
13,7,3
13,8,3;8
13,9,3;8
13,10,3
13,11,3
13,12,3
13,13,2;3
13,14,2;3
13,15,2;3
13,16,1;2;3
13,17,1;2;3
13,18,2;3;5
13,19,2;3;5
13,20,2;3;5
13,21,3;5;9
13,22,3;5;9
13,23,3;9
13,24,3;9
13,25,9
13,26,9
14,1,4
14,2,4
14,3,4
14,4,4
14,5,3;4
14,6,3;4
14,7,3
14,8,3;8
14,9,3;8
14,10,3
14,11,3
14,12,3;11
14,13,2;3;11
14,14,2;3;11
14,15,2;3;11
14,16,1;2;3;11
14,17,1;2;3;11
14,18,2;3;11
14,19,2;3;11
14,20,2;3;11
14,21,3;9;11
14,22,3;9;11
14,23,3;9;11
14,24,3;9;11
14,25,9;11
14,26,9;11
14,27,11
15,1,4
15,2,4
15,3,4
15,4,4
15,5,3;4
15,6,3;4
15,7,3;12
15,8,3;8;12
15,9,3;8;12
15,10,3;12
15,11,3
15,12,3;11
15,13,2;3;11
15,14,2;3;11
15,15,2;3;11
15,16,1;2;3;11
15,17,1;2;3;11
15,18,2;3;11
15,19,2;3;11
15,20,2;3;11
15,21,3;9;11
15,22,3;9;11
15,23,3;9;11
15,24,3;9;11
15,25,9;11
15,26,9;11
15,27,11
16,1,4
16,2,4
16,3,4
16,4,4
16,5,3;4
16,6,3;4
16,7,3;12
16,8,3;8;12
16,9,3;8;12
16,10,3;12
16,11,3
16,12,3;11
16,13,2;3;11
16,14,2;3;11
16,15,2;3;11
16,16,1;2;3;11
16,17,1;2;3;11
16,18,2;3;11
16,19,2;3;11
16,20,2;3;11
16,21,3;9;11
16,22,3;9;11
16,23,3;9;11
16,24,3;9;11
16,25,9;11
16,26,9;11
16,27,11
17,1,4
17,2,4
17,3,4;13
17,4,4;13
17,5,3;4;13
17,6,3;4;13
17,7,3;12;13
17,8,3;12;13
17,9,3;12;13
17,10,3;12;13
17,11,3;13
17,12,3;11;13
17,13,2;3;11;13
17,14,2;3;11;13
17,15,2;3;11;13
17,16,1;2;3;11
17,17,1;2;3;11
17,18,2;3;11
17,19,2;3;11
17,20,2;3;11
17,21,3;9;11
17,22,3;9;11
17,23,3;9;11
17,24,3;9;11
17,25,9;11
17,26,9;11
17,27,11
18,1,4
18,2,4
18,3,4;13
18,4,4;13
18,5,3;4;13
18,6,3;4;13
18,7,3;12;13
18,8,3;12;13
18,9,3;12;13
18,10,3;12;13
18,11,3;13
18,12,3;11;13
18,13,2;3;11;13
18,14,2;3;11;13
18,15,2;3;11;13
18,16,1;2;3;11
18,17,1;2;3;11
18,18,2;3;11
18,19,2;3;11
18,20,2;3;11
18,21,3;9;11
18,22,3;9;11
18,23,3;9;11
18,24,3;9;11
18,25,9;11
18,26,9;11
18,27,11
19,1,4
19,2,4
19,3,4;13
19,4,4;13
19,5,4;13
19,6,4;13
19,7,12;13
19,8,12;13
19,9,12;13
19,10,12;13
19,11,13
19,12,11;13
19,13,2;11;13
19,14,2;11;13
19,15,2;11;13
19,16,1;2;11
19,17,1;2;11
19,18,2;11
19,19,2;11
19,20,2;11
19,21,9;11
19,22,9;11
19,23,9;11
19,24,9;11
19,25,9;11
19,26,9;11
19,27,11
20,1,4
20,2,4
20,3,4;13
20,4,4;13
20,5,4;13
20,6,4;13
20,7,12;13
20,8,12;13
20,9,12;13
20,10,12;13
20,11,13
20,12,13
20,13,2;13
20,14,2;13
20,15,2;13
20,16,1;2
20,17,1;2
20,18,2
20,19,2
20,20,2
20,21,9
20,22,9
20,23,9
20,24,9
20,25,9
20,26,9
21,1,4
21,2,4
21,3,4
21,4,4;14
21,5,4;14
21,6,4;14
21,7,12;14
21,8,12;14
21,9,12;14
21,10,12;14
21,11,14
21,12,14
21,13,2;14
21,14,2;14
21,15,2;14
21,16,1;2;14
21,17,1;2;14
21,18,2;14
21,19,2;14
21,20,2;14
21,21,9;14
21,22,9;14
21,23,9;14
21,24,9;14
21,25,9;14
21,26,9
22,1,4
22,2,4
22,3,4
22,4,4;14
22,5,4;14
22,6,4;14
22,7,12;14
22,8,12;14
22,9,12;14
22,10,12;14
22,11,14
22,12,14
22,13,2;14
22,14,2;14
22,15,2;14
22,16,1;2;14
22,17,1;2;14
22,18,2;14
22,19,2;14
22,20,2;14
22,21,9;14
22,22,9;14
22,23,9;14
22,24,9;14
22,25,9;14
22,26,9
23,1,4
23,2,4
23,3,4
23,4,4
23,5,4
23,6,4
23,7,12
23,8,12
23,9,12
23,10,12
23,13,2
23,14,2
23,15,2
23,16,1;2
23,17,1;2
23,18,2
23,19,2
23,20,2
23,21,9
23,22,9
23,23,9
23,24,9
23,25,9
23,26,9
24,1,4
24,2,4
24,3,4
24,4,4
24,5,4
24,6,4
24,7,12
24,8,12
24,9,12
24,10,12
24,16,1
24,17,1
24,21,9
24,22,9
24,23,9
24,24,9
24,25,9
24,26,9
25,1,4
25,2,4
25,3,4
25,4,4
25,5,4
25,6,4
25,7,12
25,8,12
25,9,12
25,10,12
25,16,1
25,17,1
26,1,4
26,2,4
26,3,4
26,4,4
26,5,4
26,6,4
26,7,12
26,8,12
26,9,12
26,10,12
27,1,4
27,2,4
27,3,4
27,4,4
27,5,4
27,6,4
