gx,gy,rect_ids
7,14,1;4;6;7
7,15,1;6;7
7,16,1;5;6;7
7,17,1;5;6;7
7,18,1;2;6;7
7,19,1;2;6;7
7,20,1;2;6;7
7,21,2;6;7
7,22,2;6;7
7,23,6;7
7,24,7
8,1,3
8,2,3;4
8,3,3;4
8,4,3;4
8,5,3;4;7
8,6,3;4;7
8,7,4;7
8,8,4;7;8
8,9,4;7;8
8,10,4;7
8,11,4;6;7
8,12,4;6;7
8,13,1;4;6;7
8,14,1;4;6;7
8,15,1;6;7
8,16,1;5;6;7
8,17,1;5;6;7
8,18,1;2;6;7
8,19,1;2;6;7
8,20,1;2;6;7
8,21,2;6;7
8,22,2;6;7
8,23,6;7
8,24,7
9,1,3
9,2,3;4
9,3,3;4
9,4,3;4
9,5,3;4;7
9,6,3;4;7
9,7,4;7
9,8,4;7;8
9,9,4;7;8
9,10,4;7
9,11,4;6;7
9,12,4;6;7
9,13,4;6;7
9,14,4;6;7
9,15,6;7
9,16,5;6;7
9,17,5;6;7
9,18,2;6;7
9,19,2;6;7
9,20,2;6;7
9,21,2;6;7
9,22,2;6;7
9,23,6;7
9,24,7
10,1,3
10,2,3
10,3,3
10,4,3
10,5,3;7
10,6,3;7
10,7,7
10,8,7;8
10,9,7;8
10,10,7
10,11,6;7
10,12,6;7
10,13,6;7
10,14,6;7
10,15,6;7
10,16,5;6;7
10,17,5;6;7
10,18,2;6;7
10,19,2;6;7
10,20,2;6;7
10,21,2;6;7;9
10,22,2;6;7;9
10,23,6;7;9
10,24,7;9
10,25,9
10,26,9
11,0,10
11,1,3;10
11,2,3;10
11,3,3;10
11,4,3;10
11,5,3;7;10
11,6,3;7;10
11,7,7;10
11,8,7;8;10
11,9,7;8;10
11,10,7;10
11,11,6;7;10
11,12,6;7;10
11,13,6;7;10
11,14,6;7;10
11,15,6;7;10
11,16,5;6;7;10
11,17,5;6;7;10
11,18,2;6;7;10
11,19,2;6;7;10
11,20,2;6;7
11,21,2;6;7;9
11,22,2;6;7;9
11,23,6;7;9
11,24,7;9
11,25,9
11,26,9
12,0,10
12,1,3;10
12,2,3;10
12,3,3;10
12,4,3;10
12,5,3;7;10
12,6,3;7;10
12,7,7;10
12,8,7;8;10
12,9,7;8;10
12,10,7;10
12,11,6;7;10
12,12,6;7;10
12,13,6;7;10
12,14,6;7;10
12,15,6;7;10
12,16,5;6;7;10
12,17,5;6;7;10
12,18,2;6;7;10
12,19,2;6;7;10
12,20,2;6;7
12,21,2;6;7;9
12,22,2;6;7;9
12,23,6;7;9
12,24,7;9
12,25,9
12,26,9
13,1,3
13,2,3
13,3,3
13,4,3
13,5,3;7
13,6,3;7
13,7,7
13,8,7;8
13,9,7;8
13,10,7
13,11,6;7
13,12,6;7
13,13,6;7
13,14,6;7
13,15,6;7
13,16,5;6;7
13,17,5;6;7
13,18,2;6;7
13,19,2;6;7
13,20,2;6;7
13,21,2;6;7;9
13,22,2;6;7;9
13,23,6;7;9
13,24,7;9
13,25,9
13,26,9
14,1,3
14,2,3
14,3,3
14,4,3
14,5,3;7
14,6,3;7
14,7,7
14,8,7;8
14,9,7;8
14,10,7
14,11,6;7
14,12,6;7;11
14,13,6;7;11
14,14,6;7;11
14,15,6;7;11
14,16,5;6;7;11
14,17,5;6;7;11
14,18,6;7;11
14,19,6;7;11
14,20,6;7;11
14,21,6;7;9;11
14,22,6;7;9;11
14,23,6;7;9;11
14,24,7;9;11
14,25,9;11
14,26,9;11
14,27,11
15,1,3
15,2,3
15,3,3
15,4,3
15,5,3;7
15,6,3;7
15,7,7;12
15,8,7;8;12
15,9,7;8;12
15,10,7;12
15,11,6;7
15,12,6;7;11
15,13,6;7;11
15,14,6;7;11
15,15,6;7;11
15,16,5;6;7;11
15,17,5;6;7;11
15,18,6;7;11
15,19,6;7;11
15,20,6;7;11
15,21,6;7;9;11
15,22,6;7;9;11
15,23,6;7;9;11
15,24,7;9;11
15,25,9;11
15,26,9;11
15,27,11
16,1,3
16,2,3
16,3,3
16,4,3
16,5,3;7
16,6,3;7
16,7,7;12
16,8,7;8;12
16,9,7;8;12
16,10,7;12
16,11,6;7
16,12,6;7;11
16,13,6;7;11
16,14,6;7;11
16,15,6;7;11
16,16,5;6;7;11
16,17,5;6;7;11
16,18,6;7;11
16,19,6;7;11
16,20,6;7;11
16,21,6;7;9;11
16,22,6;7;9;11
16,23,6;7;9;11
16,24,7;9;11
16,25,9;11
16,26,9;11
16,27,11
17,1,3
17,2,3
17,3,3;13
17,4,3;13
17,5,3;7;13
17,6,3;7;13
17,7,7;12;13
17,8,7;12;13
17,9,7;12;13
17,10,7;12;13
17,11,6;7;13
17,12,6;7;11;13
17,13,6;7;11;13
17,14,6;7;11;13
17,15,6;7;11;13
17,16,5;6;7;11
17,17,5;6;7;11
17,18,6;7;11
17,19,6;7;11
17,20,6;7;11
17,21,6;7;9;11
17,22,6;7;9;11
17,23,6;7;9;11
17,24,7;9;11
17,25,9;11
17,26,9;11
17,27,11
18,1,3
18,2,3
18,3,3;13
18,4,3;13
18,5,3;7;13
18,6,3;7;13
18,7,7;12;13
18,8,7;12;13
18,9,7;12;13
18,10,7;12;13
18,11,6;7;13
18,12,6;7;11;13
18,13,6;7;11;13
18,14,6;7;11;13
18,15,6;7;11;13
18,16,5;6;7;11
18,17,5;6;7;11
18,18,6;7;11
18,19,6;7;11
18,20,6;7;11
18,21,6;7;9;11
18,22,6;7;9;11
18,23,6;7;9;11
18,24,7;9;11
18,25,9;11
18,26,9;11
18,27,11
19,1,3
19,2,3
19,3,3;13
19,4,3;13
19,5,3;13
19,6,3;13
19,7,12;13
19,8,12;13
19,9,12;13
19,10,12;13
19,11,6;13
19,12,6;11;13
19,13,6;11;13
19,14,6;11;13
19,15,6;11;13
19,16,5;6;11
19,17,5;6;11
19,18,6;11
19,19,6;11
19,20,6;11
19,21,6;9;11
19,22,6;9;11
19,23,6;9;11
19,24,9;11
19,25,9;11
19,26,9;11
19,27,11
20,1,3
20,2,3
20,3,3;13
20,4,3;13
20,5,3;13
20,6,3;13
20,7,12;13
20,8,12;13
20,9,12;13
20,10,12;13
20,11,6;13
20,12,6;13
20,13,6;13
20,14,6;13
20,15,6;13
20,16,5;6
20,17,5;6
20,18,6
20,19,6
20,20,6
20,21,6;9
20,22,6;9
20,23,6;9
20,24,9
20,25,9
20,26,9
21,1,3
21,2,3
21,3,3
21,4,3;14
21,5,3;14
21,6,3;14
21,7,12;14
21,8,12;14
21,9,12;14
21,10,12;14
21,11,6;14
21,12,6;14
21,13,6;14
21,14,6;14
21,15,6;14
21,16,5;6;14
21,17,5;6;14
21,18,6;14
21,19,6;14
21,20,6;14
21,21,6;9;14
21,22,6;9;14
21,23,6;9;14
21,24,9;14
21,25,9;14
21,26,9
22,1,3
22,2,3
22,3,3
22,4,3;14
22,5,3;14
22,6,3;14
22,7,12;14
22,8,12;14
22,9,12;14
22,10,12;14
22,11,6;14
22,12,6;14
22,13,6;14
22,14,6;14
22,15,6;14
22,16,5;6;14
22,17,5;6;14
22,18,6;14
22,19,6;14
22,20,6;14
22,21,6;9;14
22,22,6;9;14
22,23,6;9;14
22,24,9;14
22,25,9;14
22,26,9
23,1,3
23,2,3
23,3,3
23,4,3
23,5,3
23,6,3
23,7,12
23,8,12
23,9,12
23,10,12
23,11,6
23,12,6
23,13,6
23,14,6
23,15,6
23,16,5;6
23,17,5;6
23,18,6
23,19,6
23,20,6
23,21,6;9
23,22,6;9
23,23,6;9
23,24,9
23,25,9
23,26,9
24,1,3
24,2,3
24,3,3
24,4,3
24,5,3
24,6,3
24,7,12
24,8,12
24,9,12
24,10,12
24,16,5
24,17,5
24,21,9
24,22,9
24,23,9
24,24,9
24,25,9
24,26,9
25,1,3
25,2,3
25,3,3
25,4,3
25,5,3
25,6,3
25,7,12
25,8,12
25,9,12
25,10,12
25,16,5
25,17,5
26,1,3
26,2,3
26,3,3
26,4,3
26,5,3
26,6,3
26,7,12
26,8,12
26,9,12
26,10,12
27,1,3
27,2,3
27,3,3
27,4,3
27,5,3
27,6,3
