gx,gy,rect_ids
12,11,3;10
12,12,3;10
12,13,3;4;10
12,14,3;4;10
12,15,3;4;10
12,16,3;4;7;10
12,17,3;4;7;10
12,18,2;3;4;10
12,19,2;3;4;10
12,20,2;3;4;9
12,21,2;3;4;9
12,22,2;3;4
12,23,3;4
12,24,3;4
12,25,4
12,26,4
13,0,10
13,1,5;10
13,2,5;10
13,3,5;10
13,4,5;10
13,5,3;5;10
13,6,3;5;10
13,7,1;3;10
13,8,1;3;10
13,9,1;3;10
13,10,1;3;10
13,11,3;10
13,12,3;10
13,13,3;4;10
13,14,3;4;10
13,15,3;4;10
13,16,3;4;7;10
13,17,3;4;7;10
13,18,3;4;10
13,19,3;4;10
13,20,3;4;9
13,21,3;4;9
13,22,3;4
13,23,3;4
13,24,3;4
13,25,4
13,26,4
14,1,5
14,2,5
14,3,5
14,4,5
14,5,3;5
14,6,3;5
14,7,1;3
14,8,1;3
14,9,1;3
14,10,1;3
14,11,3
14,12,3;11
14,13,3;4;11
14,14,3;4;11
14,15,3;4;11
14,16,3;4;7;11
14,17,3;4;7;11
14,18,3;4;11
14,19,3;4;11
14,20,3;4;9;11
14,21,3;4;9;11
14,22,3;4;11
14,23,3;4;11
14,24,3;4;11
14,25,4;11
14,26,4;11
14,27,11
15,1,5
15,2,5
15,3,5
15,4,5
15,5,3;5
15,6,3;5
15,7,1;3
15,8,1;3;12
15,9,1;3;12
15,10,1;3
15,11,3
15,12,3;11
15,13,3;4;11
15,14,3;4;11
15,15,3;4;11
15,16,3;4;7;11
15,17,3;4;7;11
15,18,3;4;11
15,19,3;4;11
15,20,3;4;9;11
15,21,3;4;9;11
15,22,3;4;11
15,23,3;4;11
15,24,3;4;11
15,25,4;11
15,26,4;11
15,27,11
16,1,5
16,2,5
16,3,5
16,4,5
16,5,3;5
16,6,3;5
16,7,1;3
16,8,1;3;12
16,9,1;3;12
16,10,1;3
16,11,3
16,12,3;11
16,13,3;4;11
16,14,3;4;11
16,15,3;4;11
16,16,3;4;7;11
16,17,3;4;7;11
16,18,3;4;11
16,19,3;4;11
16,20,3;4;9;11
16,21,3;4;9;11
16,22,3;4;11
16,23,3;4;11
16,24,3;4;11
16,25,4;11
16,26,4;11
16,27,11
17,1,5
17,2,5
17,3,5;13
17,4,5;13
17,5,3;5;13
17,6,3;5;13
17,7,3;13
17,8,3;12;13
17,9,3;12;13
17,10,3;13
17,11,3;13
17,12,3;11;13
17,13,3;4;11;13
17,14,3;4;11;13
17,15,3;4;11;13
17,16,3;4;7;11
17,17,3;4;7;11
17,18,3;4;11
17,19,3;4;11
17,20,3;4;9;11
17,21,3;4;9;11
17,22,3;4;11
17,23,3;4;11
17,24,3;4;11
17,25,4;11
17,26,4;11
17,27,11
18,1,5
18,2,5
18,3,5;13
18,4,5;13
18,5,3;5;13
18,6,3;5;13
18,7,3;13
18,8,3;12;13
18,9,3;12;13
18,10,3;13
18,11,3;13
18,12,3;11;13
18,13,3;4;11;13
18,14,3;4;11;13
18,15,3;4;11;13
18,16,3;4;7;11
18,17,3;4;7;11
18,18,3;4;11
18,19,3;4;11
18,20,3;4;9;11
18,21,3;4;9;11
18,22,3;4;11
18,23,3;4;11
18,24,3;4;11
18,25,4;11
18,26,4;11
18,27,11
19,1,5
19,2,5
19,3,5;13
19,4,5;13
19,5,5;13
19,6,5;13
19,7,13
19,8,12;13
19,9,12;13
19,10,13
19,11,13
19,12,11;13
19,13,4;11;13
19,14,4;11;13
19,15,4;11;13
19,16,4;7;11
19,17,4;7;11
19,18,4;11
19,19,4;11
19,20,4;9;11
19,21,4;9;11
19,22,4;11
19,23,4;11
19,24,4;11
19,25,4;11
19,26,4;11
19,27,11
20,1,5
20,2,5
20,3,5;13
20,4,5;13
20,5,5;13
20,6,5;13
20,7,13
20,8,12;13
20,9,12;13
20,10,13
20,11,13
20,12,13
20,13,4;13
20,14,4;13
20,15,4;13
20,16,4;7
20,17,4;7
20,18,4
20,19,4
20,20,4;9
20,21,4;9
20,22,4
20,23,4
20,24,4
20,25,4
20,26,4
21,1,5
21,2,5
21,3,5
21,4,5;14
21,5,5;14
21,6,5;14
21,7,14
21,8,12;14
21,9,12;14
21,10,14
21,11,14
21,12,14
21,13,4;14
21,14,4;14
21,15,4;14
21,16,4;7;14
21,17,4;7;14
21,18,4;14
21,19,4;14
21,20,4;9;14
21,21,4;9;14
21,22,4;14
21,23,4;14
21,24,4;14
21,25,4;14
21,26,4
22,1,5
22,2,5
22,3,5
22,4,5;14
22,5,5;14
22,6,5;14
22,7,14
22,8,12;14
22,9,12;14
22,10,14
22,11,14
22,12,14
22,13,4;14
22,14,4;14
22,15,4;14
22,16,4;7;14
22,17,4;7;14
22,18,4;14
22,19,4;14
22,20,4;9;14
22,21,4;9;14
22,22,4;14
22,23,4;14
22,24,4;14
22,25,4;14
22,26,4
23,1,5
23,2,5
23,3,5
23,4,5
23,5,5
23,6,5
23,8,12
23,9,12
23,13,4
23,14,4
23,15,4
23,16,4;7
23,17,4;7
23,18,4
23,19,4
23,20,4;9
23,21,4;9
23,22,4
23,23,4
23,24,4
23,25,4
23,26,4
24,8,12
24,9,12
24,13,4
24,14,4
24,15,4
24,16,4;7
24,17,4;7
24,18,4
24,19,4
24,20,4;9
24,21,4;9
24,22,4
24,23,4
24,24,4
24,25,4
24,26,4
25,8,12
25,9,12
25,13,4
25,14,4
25,15,4
25,16,4;7
25,17,4;7
25,18,4
25,19,4
25,20,4
25,21,4
25,22,4
25,23,4
25,24,4
25,25,4
25,26,4
26,8,12
26,9,12
26,13,4
26,14,4
26,15,4
26,16,4
26,17,4
26,18,4
26,19,4
26,20,4
26,21,4
26,22,4
26,23,4
26,24,4
26,25,4
26,26,4
27,8,12
27,9,12
