gx,gy,rect_ids
17,18,3;8;11
17,19,3;8;11
17,20,8;11
17,21,8;9;11
17,22,8;9;11
17,23,8;9;11
17,24,8;9;11
17,25,9;11
17,26,9;11
17,27,11
18,2,1
18,3,1;13
18,4,1;13
18,5,1;8;13
18,6,1;8;13
18,7,8;12;13
18,8,8;12;13
18,9,8;12;13
18,10,8;12;13
18,11,8;13
18,12,8;11;13
18,13,3;8;11;13
18,14,3;8;11;13
18,15,3;8;11;13
18,16,3;6;8;11
18,17,3;6;8;11
18,18,3;8;11
18,19,3;8;11
18,20,8;11
18,21,8;9;11
18,22,8;9;11
18,23,8;9;11
18,24,8;9;11
18,25,9;11
18,26,9;11
18,27,11
19,2,1
19,3,1;13
19,4,1;13
19,5,1;13
19,6,1;13
19,7,12;13
19,8,12;13
19,9,12;13
19,10,12;13
19,11,13
19,12,11;13
19,13,3;11;13
19,14,3;11;13
19,15,3;11;13
19,16,3;6;11
19,17,3;6;11
19,18,3;11
19,19,3;11
19,20,11
19,21,9;11
19,22,9;11
19,23,9;11
19,24,9;11
19,25,9;11
19,26,9;11
19,27,11
20,2,1
20,3,1;13
20,4,1;13
20,5,1;13
20,6,1;13
20,7,12;13
20,8,12;13
20,9,12;13
20,10,12;13
20,11,13
20,12,13
20,13,3;13
20,14,3;13
20,15,3;13
20,16,3;6
20,17,3;6
20,18,3
20,19,3
20,21,9
20,22,9
20,23,9
20,24,9
20,25,9
20,26,9
21,2,1
21,3,1
21,4,1;14
21,5,1;14
21,6,1;14
21,7,12;14
21,8,12;14
21,9,12;14
21,10,12;14
21,11,14
21,12,14
21,13,3;14
21,14,3;14
21,15,3;14
21,16,3;6;14
21,17,3;6;14
21,18,3;14
21,19,3;14
21,20,14
21,21,9;14
21,22,9;14
21,23,9;14
21,24,9;14
21,25,9;14
21,26,9
22,2,1
22,3,1
22,4,1;14
22,5,1;14
22,6,1;14
22,7,12;14
22,8,12;14
22,9,12;14
22,10,12;14
22,11,14
22,12,14
22,13,3;14
22,14,3;14
22,15,3;14
22,16,3;6;14
22,17,3;6;14
22,18,3;14
22,19,3;14
22,20,14
22,21,9;14
22,22,9;14
22,23,9;14
22,24,9;14
22,25,9;14
22,26,9
23,2,1
23,3,1
23,4,1
23,5,1
23,6,1
23,7,12
23,8,12
23,9,12
23,10,12
23,13,3
23,14,3
23,15,3
23,16,3;6
23,17,3;6
23,18,3
23,19,3
23,21,9
23,22,9
23,23,9
23,24,9
23,25,9
23,26,9
24,7,12
24,8,12
24,9,12
24,10,12
24,13,3
24,14,3
24,15,3
24,16,3;6
24,17,3;6
24,18,3
24,19,3
24,21,9
24,22,9
24,23,9
24,24,9
24,25,9
24,26,9
25,7,12
25,8,12
25,9,12
25,10,12
25,13,3
25,14,3
25,15,3
25,16,3;6
25,17,3;6
25,18,3
25,19,3
26,7,12
26,8,12
26,9,12
26,10,12
26,13,3
26,14,3
26,15,3
26,16,3
26,17,3
26,18,3
26,19,3
27,13,3
27,14,3
27,15,3
27,16,3
27,17,3
27,18,3
27,19,3
